date,number_of_hours,current_soc_mwh,soc_pct,net_power_to_be_sold_or_buy,current_release,battery_grid_power_mw,uncontrolled_power,next_soc_mwh,surplus,throughput_mwh,wear_cost,current_benefit,net_benefit,cumulative_net_benefit,cumulative_benefit,wind_only_revenue,marginal_benefit_vs_wind_only_net,price
5337,5337,0,0,1.12,0,0,1.12,0,0,0,0,35.5152,35.5152,349286.7287,356524.2287,35.5152,,31.71
5338,5338,0,0,0.0447,-1,-1.0753,1.12,1,0,1,5,1.0646,-3.9354,349282.7933,356525.2933,26.656,,23.8
5339,5339,1,33.33,0.0447,-1,-1.0753,1.12,2,0,1,5,0.8866,-4.1134,349278.6799,356526.1799,22.1984,,19.82
5340,5340,2,66.67,0.0447,-1,-1.0753,1.12,3,0,1,5,0.8866,-4.1134,349274.5665,356527.0665,22.1984,,19.82
5341,5341,3,100,1.12,0,0,1.12,3,0,0,0,28.8624,28.8624,349303.4289,356555.9289,28.8624,,25.77
5342,5342,3,100,0,0,0,0,3,0,0,0,0,0,349303.4289,356555.9289,0,,34.57
5343,5343,3,100,1.23,0,0,1.23,3,0,0,0,37.884,37.884,349341.3129,356593.8129,37.884,,30.8
5344,5344,3,100,1.23,0,0,1.23,3,0,0,0,30.3318,30.3318,349371.6447,356624.1447,30.3318,,24.66
5345,5345,3,100,1.2,0,0,1.2,3,0,0,0,41.484,41.484,349413.1287,356665.6287,41.484,,34.57
5346,5346,3,100,1.2,0,0,1.2,3,0,0,0,58.716,58.716,349471.8447,356724.3447,58.716,,48.93
5347,5347,3,100,2.3875,1.25,1.1875,1.2,1.75,0,1.25,6.25,151.4153,145.1653,349617.01,356875.76,76.104,,63.42
5348,5348,1.75,58.33,2.8825,1.75,1.6625,1.22,0,0,1.75,8.75,194.2517,185.5017,349802.5117,357070.0117,82.2158,,67.39
5349,5349,0,0,1.22,0,0,1.22,0,0,0,0,71.2358,71.2358,349873.7475,357141.2475,71.2358,,58.39
5350,5350,0,0,1.22,0,0,1.22,0,0,0,0,60.451,60.451,349934.1985,357201.6985,60.451,,49.55
5351,5351,0,0,1.22,0,0,1.22,0,0,0,0,42.3218,42.3218,349976.5203,357244.0203,42.3218,,34.69
5352,5352,0,0,1.22,0,0,1.22,0,0,0,0,42.1754,42.1754,350018.6957,357286.1957,42.1754,,34.57
5353,5353,0,0,0.1447,-1,-1.0753,1.22,1,0,1,5,4.931,-0.069,350018.6267,357291.1267,41.5654,,34.07
5354,5354,1,33.33,0.1447,-1,-1.0753,1.22,2,0,1,5,4.2971,-0.7029,350017.9238,357295.4238,36.2218,,29.69
5355,5355,2,66.67,0.1447,-1,-1.0753,1.22,3,0,1,5,4.0684,-0.9316,350016.9922,357299.4922,34.2942,,28.11
5356,5356,3,100,1.22,0,0,1.22,3,0,0,0,42.1754,42.1754,350059.1676,357341.6676,42.1754,,34.57
5357,5357,3,100,1.23,0,0,1.23,3,0,0,0,42.5211,42.5211,350101.6887,357384.1887,42.5211,,34.57
5358,5358,3,100,1.23,0,0,1.23,3,0,0,0,42.5211,42.5211,350144.2098,357426.7098,42.5211,,34.57
5359,5359,3,100,1.22,0,0,1.22,3,0,0,0,58.0354,58.0354,350202.2452,357484.7452,58.0354,,47.57
5360,5360,3,100,1.705,0.5,0.475,1.23,2.5,0,0.5,2.5,114.9,112.4,350314.6452,357599.6452,82.8897,,67.39
5361,5361,2.5,83.33,1.22,0,0,1.22,2.5,0,0,0,82.2158,82.2158,350396.861,357681.861,82.2158,,67.39
5362,5362,2.5,83.33,1.4475,0.25,0.2375,1.21,2.25,0,0.25,1.25,97.547,96.297,350493.158,357779.408,81.5419,,67.39
5363,5363,2.25,75,2.17,1,0.95,1.22,1.25,0,1,5,146.2363,141.2363,350634.3943,357925.6443,82.2158,,67.39
5364,5364,1.25,41.67,0.1447,-1,-1.0753,1.22,2.25,0,1,5,6.5983,1.5983,350635.9926,357932.2426,55.6198,,45.59
5365,5365,2.25,75,1.22,0,0,1.22,2.25,0,0,0,67.6612,67.6612,350703.6538,357999.9038,67.6612,,55.46
5366,5366,2.25,75,1.23,0,0,1.23,2.25,0,0,0,78.4863,78.4863,350782.1401,358078.3901,78.4863,,63.81
5367,5367,2.25,75,1.23,0,0,1.23,2.25,0,0,0,78.0189,78.0189,350860.159,358156.409,78.0189,,63.43
5368,5368,2.25,75,1.22,0,0,1.22,2.25,0,0,0,70.1256,70.1256,350930.2846,358226.5346,70.1256,,57.48
5369,5369,2.25,75,1.23,0,0,1.23,2.25,0,0,0,75.2883,75.2883,351005.5729,358301.8229,75.2883,,61.21
5370,5370,2.25,75,1.22,0,0,1.22,2.25,0,0,0,82.2158,82.2158,351087.7887,358384.0387,82.2158,,67.39
5371,5371,2.25,75,1.705,0.5,0.475,1.23,1.75,0,0.5,2.5,114.9,112.4,351200.1887,358498.9387,82.8897,,67.39
5372,5372,1.75,58.33,2.8825,1.75,1.6625,1.22,0,0,1.75,8.75,194.2517,185.5017,351385.6904,358693.1904,82.2158,,67.39
5373,5373,0,0,1.22,0,0,1.22,0,0,0,0,72.5412,72.5412,351458.2316,358765.7316,72.5412,,59.46
5374,5374,0,0,1.22,0,0,1.22,0,0,0,0,69.5156,69.5156,351527.7472,358835.2472,69.5156,,56.98
5375,5375,0,0,1.22,0,0,1.22,0,0,0,0,53.2042,53.2042,351580.9514,358888.4514,53.2042,,43.61
5376,5376,0,0,1.22,0,0,1.22,0,0,0,0,72.2728,72.2728,351653.2242,358960.7242,72.2728,,59.24
5377,5377,0,0,1.21,0,0,1.21,0,0,0,0,69.5508,69.5508,351722.775,359030.275,69.5508,,57.48
5378,5378,0,0,1.22,0,0,1.22,0,0,0,0,45.75,45.75,351768.525,359076.025,45.75,,37.5
5379,5379,0,0,1.22,0,0,1.22,0,0,0,0,42.1754,42.1754,351810.7004,359118.2004,42.1754,,34.57
5380,5380,0,0,1.22,0,0,1.22,0,0,0,0,53.2042,53.2042,351863.9046,359171.4046,53.2042,,43.61
5381,5381,0,0,1.23,0,0,1.23,0,0,0,0,53.6403,53.6403,351917.5449,359225.0449,53.6403,,43.61
5382,5382,0,0,1.22,0,0,1.22,0,0,0,0,42.1754,42.1754,351959.7203,359267.2203,42.1754,,34.57
5383,5383,0,0,1.22,0,0,1.22,0,0,0,0,42.1754,42.1754,352001.8957,359309.3957,42.1754,,34.57
5384,5384,0,0,1.22,0,0,1.22,0,0,0,0,45.75,45.75,352047.6457,359355.1457,45.75,,37.5
5385,5385,0,0,1.23,0,0,1.23,0,0,0,0,42.5211,42.5211,352090.1668,359397.6668,42.5211,,34.57
5386,5386,0,0,1.22,0,0,1.22,0,0,0,0,25.3882,25.3882,352115.555,359423.055,25.3882,,20.81
5387,5387,0,0,0.1547,-1,-1.0753,1.23,1,0,1,5,3.0668,-1.9332,352113.6218,359426.1218,24.3786,,19.82
5388,5388,1,33.33,0.1447,-1,-1.0753,1.22,2,0,1,5,0.6918,-4.3082,352109.3136,359426.8136,5.8316,,4.78
5389,5389,2,66.67,0.1347,-1,-1.0753,1.21,3,0,1,5,0.8017,-4.1983,352105.1153,359427.6153,7.1995,,5.95
5390,5390,3,100,1.2,0,0,1.2,3,0,0,0,23.784,23.784,352128.8993,359451.3993,23.784,,19.82
5391,5391,3,100,1.21,0,0,1.21,3,0,0,0,23.9822,23.9822,352152.8815,359475.3815,23.9822,,19.82
5392,5392,3,100,1.21,0,0,1.21,3,0,0,0,41.8297,41.8297,352194.7112,359517.2112,41.8297,,34.57
5393,5393,3,100,1.22,0,0,1.22,3,0,0,0,67.4538,67.4538,352262.165,359584.665,67.4538,,55.29
5394,5394,3,100,1.21,0,0,1.21,3,0,0,0,71.6804,71.6804,352333.8454,359656.3454,71.6804,,59.24
5395,5395,3,100,2.3975,1.25,1.1875,1.21,1.75,0,1.25,6.25,142.5554,136.3054,352470.1508,359798.9008,71.9466,,59.46
5396,5396,1.75,58.33,2.8825,1.75,1.6625,1.22,0,0,1.75,8.75,184.3647,175.6147,352645.7655,359983.2655,78.0312,,63.96
5397,5397,0,0,1.22,0,0,1.22,0,0,0,0,70.1256,70.1256,352715.8911,360053.3911,70.1256,,57.48
5398,5398,0,0,1.22,0,0,1.22,0,0,0,0,67.3196,67.3196,352783.2107,360120.7107,67.3196,,55.18
5399,5399,0,0,1.22,0,0,1.22,0,0,0,0,44.347,44.347,352827.5577,360165.0577,44.347,,36.35
5400,5400,0,0,1.22,0,0,1.22,0,0,0,0,49.4588,49.4588,352877.0165,360214.5165,49.4588,,40.54
5401,5401,0,0,1.22,0,0,1.22,0,0,0,0,42.1266,42.1266,352919.1431,360256.6431,42.1266,,34.53
5402,5402,0,0,1.22,0,0,1.22,0,0,0,0,41.0652,41.0652,352960.2083,360297.7083,41.0652,,33.66
5403,5403,0,0,1.21,0,0,1.21,0,0,0,0,38.3328,38.3328,352998.5411,360336.0411,38.3328,,31.68
5404,5404,0,0,1.22,0,0,1.22,0,0,0,0,43.4808,43.4808,353042.0219,360379.5219,43.4808,,35.64
5405,5405,0,0,1.22,0,0,1.22,0,0,0,0,53.1432,53.1432,353095.1651,360432.6651,53.1432,,43.56
5406,5406,0,0,1.22,0,0,1.22,0,0,0,0,42.1266,42.1266,353137.2917,360474.7917,42.1266,,34.53
5407,5407,0,0,1.21,0,0,1.21,0,0,0,0,31.1454,31.1454,353168.4371,360505.9371,31.1454,,25.74
5408,5408,0,0,1.22,0,0,1.22,0,0,0,0,42.1266,42.1266,353210.5637,360548.0637,42.1266,,34.53
5409,5409,0,0,1.21,0,0,1.21,0,0,0,0,41.1884,41.1884,353251.7521,360589.2521,41.1884,,34.04
5410,5410,0,0,1.2,0,0,1.2,0,0,0,0,41.436,41.436,353293.1881,360630.6881,41.436,,34.53
5411,5411,0,0,1.21,0,0,1.21,0,0,0,0,34.2309,34.2309,353327.419,360664.919,34.2309,,28.29
5412,5412,0,0,0.1347,-1,-1.0753,1.21,1,0,1,5,2.4009,-2.5991,353324.8199,360667.3199,21.5622,,17.82
5413,5413,1,33.33,0.1447,-1,-1.0753,1.22,2,0,1,5,2.8657,-2.1343,353322.6856,360670.1856,24.156,,19.8
5414,5414,2,66.67,1.22,0,0,1.22,2,0,0,0,42.1266,42.1266,353364.8122,360712.3122,42.1266,,34.53
5415,5415,2,66.67,1.23,0,0,1.23,2,0,0,0,36.531,36.531,353401.3432,360748.8432,36.531,,29.7
5416,5416,2,66.67,1.21,0,0,1.21,2,0,0,0,41.7813,41.7813,353443.1245,360790.6245,41.7813,,34.53
5417,5417,2,66.67,1.21,0,0,1.21,2,0,0,0,41.7813,41.7813,353484.9058,360832.4058,41.7813,,34.53
5418,5418,2,66.67,1.4475,0.25,0.2375,1.21,1.75,0,0.25,1.25,57.321,56.071,353540.9768,360889.7268,47.916,,39.6
5419,5419,1.75,58.33,1.22,0,0,1.22,1.75,0,0,0,45.7012,45.7012,353586.678,360935.428,45.7012,,37.46
5420,5420,1.75,58.33,1.22,0,0,1.22,1.75,0,0,0,42.1266,42.1266,353628.8046,360977.5546,42.1266,,34.53
5421,5421,1.75,58.33,2.8825,1.75,1.6625,1.22,0,0,1.75,8.75,125.5617,116.8117,353745.6163,361103.1163,53.1432,,43.56
5422,5422,0,0,1.22,0,0,1.22,0,0,0,0,34.5138,34.5138,353780.1301,361137.6301,34.5138,,28.29
5423,5423,0,0,1.22,0,0,1.22,0,0,0,0,16.9092,16.9092,353797.0393,361154.5393,16.9092,,13.86
5424,5424,0,0,1.22,0,0,1.22,0,0,0,0,20.6546,20.6546,353817.6939,361175.1939,20.6546,,16.93
5425,5425,0,0,1.22,0,0,1.22,0,0,0,0,8.5522,8.5522,353826.2461,361183.7461,8.5522,,7.01
5426,5426,0,0,1.22,0,0,1.22,0,0,0,0,6.3196,6.3196,353832.5657,361190.0657,6.3196,,5.18
5427,5427,0,0,1.22,0,0,1.22,0,0,0,0,5.6974,5.6974,353838.2631,361195.7631,5.6974,,4.67
5428,5428,0,0,1.22,0,0,1.22,0,0,0,0,5.7706,5.7706,353844.0337,361201.5337,5.7706,,4.73
5429,5429,0,0,1.21,0,0,1.21,0,0,0,0,5.6023,5.6023,353849.636,361207.136,5.6023,,4.63
5430,5430,0,0,1.22,0,0,1.22,0,0,0,0,5.5266,5.5266,353855.1626,361212.6626,5.5266,,4.53
5431,5431,0,0,0.6724,-0.5,-0.5376,1.21,0.5,0,0.5,2.5,2.2726,-0.2274,353854.9352,361214.9352,4.0898,,3.38
5432,5432,0.5,16.67,1.22,0,0,1.22,0.5,0,0,0,4.5628,4.5628,353859.498,361219.498,4.5628,,3.74
5433,5433,0.5,16.67,1.22,0,0,1.22,0.5,0,0,0,4.5628,4.5628,353864.0608,361224.0608,4.5628,,3.74
5434,5434,0.5,16.67,1.22,0,0,1.22,0.5,0,0,0,4.1236,4.1236,353868.1844,361228.1844,4.1236,,3.38
5435,5435,0.5,16.67,0.6724,-0.5,-0.5376,1.21,1,0,0.5,2.5,2.2726,-0.2274,353867.957,361230.457,4.0898,,3.38
5436,5436,1,33.33,0.1347,-1,-1.0753,1.21,2,0,1,5,0.454,-4.546,353863.411,361230.911,4.0777,,3.37
5437,5437,2,66.67,0.0347,-1,-1.0753,1.11,3,0,1,5,0.117,-4.883,353858.528,361231.028,3.7407,,3.37
5438,5438,3,100,1.07,0,0,1.07,3,0,0,0,3.6166,3.6166,353862.1446,361234.6446,3.6166,,3.38
5439,5439,3,100,1.06,0,0,1.06,3,0,0,0,4.0598,4.0598,353866.2044,361238.7044,4.0598,,3.83
5440,5440,3,100,1.06,0,0,1.06,3,0,0,0,4.9078,4.9078,353871.1122,361243.6122,4.9078,,4.63
5441,5441,3,100,1.07,0,0,1.07,3,0,0,0,12.6474,12.6474,353883.7596,361256.2596,12.6474,,11.82
5442,5442,3,100,1.07,0,0,1.07,3,0,0,0,26.8784,26.8784,353910.638,361283.138,26.8784,,25.12
5443,5443,3,100,2.03,1,0.95,1.08,2,0,1,5,64.0059,59.0059,353969.6439,361347.1439,34.0524,,31.53
5444,5444,2,66.67,2.98,2,1.9,1.08,0,0,2,10,102.3928,92.3928,354062.0367,361449.5367,37.1088,,34.36
5445,5445,0,0,1.07,0,0,1.07,0,0,0,0,31.3938,31.3938,354093.4305,361480.9305,31.3938,,29.34
5446,5446,0,0,1.08,0,0,1.08,0,0,0,0,4.8924,4.8924,354098.3229,361485.8229,4.8924,,4.53
5447,5447,0,0,1.08,0,0,1.08,0,0,0,0,3.726,3.726,354102.0489,361489.5489,3.726,,3.45
5448,5448,0,0,1.07,0,0,1.07,0,0,0,0,3.5952,3.5952,354105.6441,361493.1441,3.5952,,3.36
5449,5449,0,0,1.07,0,0,1.07,0,0,0,0,2.9425,2.9425,354108.5866,361496.0866,2.9425,,2.75
5450,5450,0,0,0.0047,-1,-1.0753,1.08,1,0,1,5,0,-5,354103.5866,361496.0866,0,,0
5451,5451,1,33.33,0.2635,-0.75,-0.8065,1.07,1.75,0,0.75,3.75,0,-3.75,354099.8366,361496.0866,0,,0
5452,5452,1.75,58.33,0.0047,-1,-1.0753,1.08,2.75,0,1,5,0,-5,354094.8366,361496.0866,0,,0
5453,5453,2.75,91.67,0.8112,-0.25,-0.2688,1.08,3,0,0.25,1.25,0,-1.25,354093.5866,361496.0866,0,,0
5454,5454,3,100,1.08,0,0,1.08,3,0,0,0,3.4992,3.4992,354097.0858,361499.5858,3.4992,,3.24
5455,5455,3,100,1.08,0,0,1.08,3,0,0,0,3.3912,3.3912,354100.477,361502.977,3.3912,,3.14
5456,5456,3,100,1.08,0,0,1.08,3,0,0,0,3.294,3.294,354103.771,361506.271,3.294,,3.05
5457,5457,3,100,1.07,0,0,1.07,3,0,0,0,3.4347,3.4347,354107.2057,361509.7057,3.4347,,3.21
5458,5458,3,100,1.06,0,0,1.06,3,0,0,0,2.0776,2.0776,354109.2833,361511.7833,2.0776,,1.96
5459,5459,3,100,1.04,0,0,1.04,3,0,0,0,0,0,354109.2833,361511.7833,0,,0
5460,5460,3,100,1.05,0,0,1.05,3,0,0,0,0,0,354109.2833,361511.7833,0,,0
5461,5461,3,100,1.05,0,0,1.05,3,0,0,0,0,0,354109.2833,361511.7833,0,,0
5462,5462,3,100,1.06,0,0,1.06,3,0,0,0,0,0,354109.2833,361511.7833,0,,0
5463,5463,3,100,1.06,0,0,1.06,3,0,0,0,0,0,354109.2833,361511.7833,0,,0
5464,5464,3,100,1.08,0,0,1.08,3,0,0,0,3.4992,3.4992,354112.7825,361515.2825,3.4992,,3.24
5465,5465,3,100,0.98,0,0,0.98,3,0,0,0,3.6554,3.6554,354116.4379,361518.9379,3.6554,,3.73
5466,5466,3,100,0.98,0,0,0.98,3,0,0,0,4.6158,4.6158,354121.0537,361523.5537,4.6158,,4.71
5467,5467,3,100,0.97,0,0,0.97,3,0,0,0,4.7627,4.7627,354125.8164,361528.3164,4.7627,,4.91
5468,5468,3,100,0.88,0,0,0.88,3,0,0,0,5.1832,5.1832,354130.9996,361533.4996,5.1832,,5.89
5469,5469,3,100,0.88,0,0,0.88,3,0,0,0,4.3208,4.3208,354135.3204,361537.8204,4.3208,,4.91
5470,5470,3,100,0.88,0,0,0.88,3,0,0,0,3.0272,3.0272,354138.3476,361540.8476,3.0272,,3.44
5471,5471,3,100,0.88,0,0,0.88,3,0,0,0,2.9392,2.9392,354141.2868,361543.7868,2.9392,,3.34
5472,5472,3,100,0.88,0,0,0.88,3,0,0,0,4.1448,4.1448,354145.4316,361547.9316,4.1448,,4.71
5473,5473,3,100,0.88,0,0,0.88,3,0,0,0,3.4584,3.4584,354148.89,361551.39,3.4584,,3.93
5474,5474,3,100,0.87,0,0,0.87,3,0,0,0,2.9232,2.9232,354151.8132,361554.3132,2.9232,,3.36
5475,5475,3,100,0.86,0,0,0.86,3,0,0,0,2.8724,2.8724,354154.6856,361557.1856,2.8724,,3.34
5476,5476,3,100,0.88,0,0,0.88,3,0,0,0,2.8512,2.8512,354157.5368,361560.0368,2.8512,,3.24
5477,5477,3,100,0.88,0,0,0.88,3,0,0,0,2.9392,2.9392,354160.476,361562.976,2.9392,,3.34
5478,5478,3,100,0.88,0,0,0.88,3,0,0,0,2.9568,2.9568,354163.4328,361565.9328,2.9568,,3.36
5479,5479,3,100,0.88,0,0,0.88,3,0,0,0,2.9568,2.9568,354166.3896,361568.8896,2.9568,,3.36
5480,5480,3,100,0.88,0,0,0.88,3,0,0,0,2.9568,2.9568,354169.3464,361571.8464,2.9568,,3.36
5481,5481,3,100,0.87,0,0,0.87,3,0,0,0,2.9058,2.9058,354172.2522,361574.7522,2.9058,,3.34
5482,5482,3,100,0.84,0,0,0.84,3,0,0,0,2.8056,2.8056,354175.0578,361577.5578,2.8056,,3.34
5483,5483,3,100,0.84,0,0,0.84,3,0,0,0,2.8056,2.8056,354177.8634,361580.3634,2.8056,,3.34
5484,5484,3,100,0.84,0,0,0.84,3,0,0,0,2.7216,2.7216,354180.585,361583.085,2.7216,,3.24
5485,5485,3,100,0.86,0,0,0.86,3,0,0,0,2.8724,2.8724,354183.4574,361585.9574,2.8724,,3.34
5486,5486,3,100,0.86,0,0,0.86,3,0,0,0,2.7864,2.7864,354186.2438,361588.7438,2.7864,,3.24
5487,5487,3,100,0.86,0,0,0.86,3,0,0,0,2.8896,2.8896,354189.1334,361591.6334,2.8896,,3.36
5488,5488,3,100,0.88,0,0,0.88,3,0,0,0,3.4584,3.4584,354192.5918,361595.0918,3.4584,,3.93
5489,5489,3,100,0.88,0,0,0.88,3,0,0,0,5.1832,5.1832,354197.775,361600.275,5.1832,,5.89
5490,5490,3,100,0.88,0,0,0.88,3,0,0,0,15.5584,15.5584,354213.3334,361615.8334,15.5584,,17.68
5491,5491,3,100,0.87,0,0,0.87,3,0,0,0,17.0868,17.0868,354230.4202,361632.9202,17.0868,,19.64
5492,5492,3,100,2.9175,2.25,2.1375,0.78,0.75,0,2.25,11.25,108.4143,97.1643,354327.5845,361741.3345,28.9848,,37.16
5493,5493,0.75,25,1.4825,0.75,0.7125,0.77,0,0,0.75,3.75,43.6745,39.9245,354367.509,361785.009,22.6842,,29.46
5494,5494,0,0,0.78,0,0,0.78,0,0,0,0,4.1496,4.1496,354371.6586,361789.1586,4.1496,,5.32
5495,5495,0,0,0.78,0,0,0.78,0,0,0,0,3.8298,3.8298,354375.4884,361792.9884,3.8298,,4.91
5496,5496,0,0,0.78,0,0,0.78,0,0,0,0,5.4522,5.4522,354380.9406,361798.4406,5.4522,,6.99
5497,5497,0,0,0.77,0,0,0.77,0,0,0,0,3.7807,3.7807,354384.7213,361802.2213,3.7807,,4.91
5498,5498,0,0,0.78,0,0,0.78,0,0,0,0,3.0654,3.0654,354387.7867,361805.2867,3.0654,,3.93
5499,5499,0,0,0.78,0,0,0.78,0,0,0,0,2.9094,2.9094,354390.6961,361808.1961,2.9094,,3.73
5500,5500,0,0,0.2324,-0.5,-0.5376,0.77,0.5,0,0.5,2.5,0.7993,-1.7007,354388.9954,361808.9954,2.6488,,3.44
5501,5501,0.5,16.67,0.78,0,0,0.78,0.5,0,0,0,2.9094,2.9094,354391.9048,361811.9048,2.9094,,3.73
5502,5502,0.5,16.67,0.78,0,0,0.78,0.5,0,0,0,3.6738,3.6738,354395.5786,361815.5786,3.6738,,4.71
5503,5503,0.5,16.67,0.78,0,0,0.78,0.5,0,0,0,3.4788,3.4788,354399.0574,361819.0574,3.4788,,4.46
5504,5504,0.5,16.67,0.2424,-0.5,-0.5376,0.78,1,0,0.5,2.5,0.858,-1.642,354397.4154,361819.9154,2.7612,,3.54
5505,5505,1,33.33,0.2224,-0.5,-0.5376,0.76,1.5,0,0.5,2.5,0.7471,-1.7529,354395.6625,361820.6625,2.5536,,3.36
5506,5506,1.5,50,0.2424,-0.5,-0.5376,0.78,2,0,0.5,2.5,0.8143,-1.6857,354393.9768,361821.4768,2.6208,,3.36
5507,5507,2,66.67,0.2424,-0.5,-0.5376,0.78,2.5,0,0.5,2.5,0.8143,-1.6857,354392.2911,361822.2911,2.6208,,3.36
5508,5508,2.5,83.33,0.2324,-0.5,-0.5376,0.77,3,0,0.5,2.5,0.7993,-1.7007,354390.5904,361823.0904,2.6488,,3.44
5509,5509,3,100,0.76,0,0,0.76,3,0,0,0,2.8348,2.8348,354393.4252,361825.9252,2.8348,,3.73
5510,5510,3,100,0.77,0,0,0.77,3,0,0,0,3.0261,3.0261,354396.4513,361828.9513,3.0261,,3.93
5511,5511,3,100,0.77,0,0,0.77,3,0,0,0,3.7961,3.7961,354400.2474,361832.7474,3.7961,,4.93
5512,5512,3,100,0.78,0,0,0.78,3,0,0,0,15.3192,15.3192,354415.5666,361848.0666,15.3192,,19.64
5513,5513,3,100,0.78,0,0,0.78,3,0,0,0,36.6132,36.6132,354452.1798,361884.6798,36.6132,,46.94
5514,5514,3,100,2.9075,2.25,2.1375,0.77,0.75,0,2.25,11.25,148.1662,136.9162,354589.096,362032.846,39.2392,,50.96
5515,5515,0.75,25,1.4925,0.75,0.7125,0.78,0,0,0.75,3.75,70.3415,66.5915,354655.6875,362103.1875,36.7614,,47.13
5516,5516,0,0,0.77,0,0,0.77,0,0,0,0,22.6842,22.6842,354678.3717,362125.8717,22.6842,,29.46
5517,5517,0,0,0.77,0,0,0.77,0,0,0,0,22.6842,22.6842,354701.0559,362148.5559,22.6842,,29.46
5518,5518,0,0,0.76,0,0,0.76,0,0,0,0,25.3764,25.3764,354726.4323,362173.9323,25.3764,,33.39
5519,5519,0,0,0.76,0,0,0.76,0,0,0,0,17.9132,17.9132,354744.3455,362191.8455,17.9132,,23.57
5520,5520,0,0,0.78,0,0,0.78,0,0,0,0,4.5942,4.5942,354748.9397,362196.4397,4.5942,,5.89
5521,5521,0,0,0.2324,-0.5,-0.5376,0.77,0.5,0,0.5,2.5,1.1456,-1.3544,354747.5853,362197.5853,3.7961,,4.93
5522,5522,0.5,16.67,0.2424,-0.5,-0.5376,0.78,1,0,0.5,2.5,1.127,-1.373,354746.2123,362198.7123,3.627,,4.65
5523,5523,1,33.33,0.2424,-0.5,-0.5376,0.78,1.5,0,0.5,2.5,1.1003,-1.3997,354744.8126,362199.8126,3.5412,,4.54
5524,5524,1.5,50,0.2424,-0.5,-0.5376,0.78,2,0,0.5,2.5,1.1173,-1.3827,354743.4299,362200.9299,3.5958,,4.61
5525,5525,2,66.67,0.2424,-0.5,-0.5376,0.78,2.5,0,0.5,2.5,1.19,-1.31,354742.1199,362202.1199,3.8298,,4.91
5526,5526,2.5,83.33,0.2524,-0.5,-0.5376,0.79,3,0,0.5,2.5,1.2442,-1.2558,354740.8641,362203.3641,3.8947,,4.93
5527,5527,3,100,0.78,0,0,0.78,3,0,0,0,5.6862,5.6862,354746.5503,362209.0503,5.6862,,7.29
5528,5528,3,100,0.79,0,0,0.79,3,0,0,0,35.6843,35.6843,354782.2346,362244.7346,35.6843,,45.17
5529,5529,3,100,0.77,0,0,0.77,3,0,0,0,28.6132,28.6132,354810.8478,362273.3478,28.6132,,37.16
5530,5530,3,100,0.4,0,0,0.4,3,0,0,0,19.556,19.556,354830.4038,362292.9038,19.556,,48.89
5531,5531,3,100,1.5725,0.75,0.7125,0.86,2.25,0,0.75,3.75,96.6616,92.9116,354923.3154,362389.5654,52.8642,,61.47
5532,5532,2.25,75,0.86,0,0,0.86,2.25,0,0,0,42.0454,42.0454,354965.3608,362431.6108,42.0454,,48.89
5533,5533,2.25,75,0.86,0,0,0.86,2.25,0,0,0,50.6712,50.6712,355016.032,362482.282,50.6712,,58.92
5534,5534,2.25,75,0.87,0,0,0.87,2.25,0,0,0,51.069,51.069,355067.101,362533.351,51.069,,58.7
5535,5535,2.25,75,0.0535,-0.75,-0.8065,0.86,3,0,0.75,3.75,2.3138,-1.4362,355065.6648,362535.6648,37.1606,,43.21
5536,5536,3,100,1.08,0,0,1.08,3,0,0,0,54.918,54.918,355120.5828,362590.5828,54.918,,50.85
5537,5537,3,100,1.08,0,0,1.08,3,0,0,0,66.0096,66.0096,355186.5924,362656.5924,66.0096,,61.12
5538,5538,3,100,1.08,0,0,1.08,3,0,0,0,67.8564,67.8564,355254.4488,362724.4488,67.8564,,62.83
5539,5539,3,100,2.7425,1.75,1.6625,1.08,1.25,0,1.75,8.75,183.1167,174.3667,355428.8155,362907.5655,72.1116,,66.77
5540,5540,1.25,41.67,2.2575,1.25,1.1875,1.07,0,0,1.25,6.25,150.7333,144.4833,355573.2988,363058.2988,71.4439,,66.77
5541,5541,0,0,1.08,0,0,1.08,0,0,0,0,55.1448,55.1448,355628.4436,363113.4436,55.1448,,51.06
5542,5542,0,0,1.08,0,0,1.08,0,0,0,0,38.1564,38.1564,355666.6,363151.6,38.1564,,35.33
5543,5543,0,0,0,0,0,0,0,0,0,0,0,0,355666.6,363151.6,0,,34.25
5544,5544,0,0,1.08,0,0,1.08,0,0,0,0,39.2364,39.2364,355705.8364,363190.8364,39.2364,,36.33
5545,5545,0,0,1.06,0,0,1.06,0,0,0,0,35.7856,35.7856,355741.622,363226.622,35.7856,,33.76
5546,5546,0,0,1.08,0,0,1.08,0,0,0,0,31.8168,31.8168,355773.4388,363258.4388,31.8168,,29.46
5547,5547,0,0,0.98,0,0,0.98,0,0,0,0,33.0848,33.0848,355806.5236,363291.5236,33.0848,,33.76
5548,5548,0,0,0.1735,-0.75,-0.8065,0.98,0.75,0,0.75,3.75,4.7708,1.0208,355807.5444,363296.2944,26.9402,,27.49
5549,5549,0.75,25,0.98,0,0,0.98,0.75,0,0,0,28.8708,28.8708,355836.4152,363325.1652,28.8708,,29.46
5550,5550,0.75,25,0.98,0,0,0.98,0.75,0,0,0,28.8708,28.8708,355865.286,363354.036,28.8708,,29.46
